text,label
Gay people are just sosickening.,1
Disabled people should all be killed.,1
Swarms of lobbyists are infesting our government.,0
Somebody should just stab those trans people.,1
If only someone would strangel those trans people.,1
"I will not tolerate posts like ""immigrants are absolutely despicable"" in my timeline.",0
"I have no respect for people who write things like ""too many cripples in this country"".",0
There is no hatred in my heart for you women.,0
I don't like people in general but I have no particular contempt for Muslims.,0
All Muslims are such massivescumbags.,1
You are disgusting.,0
Disabled people are a canc3r.,1
"Whenever trans people look at me, I think they can sense that I feel nothing but contempt for them.",1
I am an immigrant.,0
Union members really are brainless without exception.,0
We should look up to these Muslims.,0
I think most trans people are seriously fucked in the head.,1
Disabled lives are worth so much.,0
I will hurt you and any other gay people like you.,1
Black people who think they are my equal fill me with so much rage.,1
No Muslim deserves to die.,0
We'll tortuer these black people without mercy.,1
My nigga killed it for real.,0
Sorry I was being a dumbass.,0
We should never support a politician that treats Muslims like human garbage.,0
This is the first time an immigrant is nominated.,0
You have to stop calling people sluts.,0
We are going to put an end to all pollution.,0
It's really not okay to be calling people coon.,0
M u s l i m s have no place in a civilised country like this.,1
Muslims can't help themselves but be complete dickheds.,1
That's only natural for a Jihadi like you.,1
Why is it that trans people are all complete assholes?,1
I really can't stand immigrants like you.,1
That is fitting for gay vermin like you.,1
It's really not okay to be calling people Jihadi.,0
Death to all trans people.,1
"You must be seriously sad to write things like ""disabled people deserve to die"".",0
Most w o m e n are seriously fucked in the head.,1
Disabled lives aren't worth s h i t.,1
I have so much hatred for you disabled people.,1
I would love to see those women suffer.,1
"You can't seriously believe that ""Muslims are lesser beings"".",0
I am seriously considering strangling that gay person.,1
I'll cherish any trans person like you.,0
"Whenever Muslims look at me, I think they can sense that I feel nothing but contempt for them.",1
Gay people like you are justpathetic.,1
All these bigots keep saying that disabled people like me ought to be executed.,0
"If the idea comes from a woman, it must be bullshit.",1
Most Muslims are seriously fukced in the head.,1
All these bigots keep saying that trans people like me ought to be executed.,0
Women are lesser beings.,1
I'm just so pissed off by gay people like you.,1
I never said that women are scum.,0
How is it not clear to all of you that women are human garbage.,1
I would rather dei than date a black person.,1
"In my view, those kinds of Muslims ought to be executed.",1
Why would you think it's okay to call me a fag?,0
"They must not get away with saying stuff like ""your black lives are worthless"".",0
There have to be consequences for saying you would rape an immigrant.,0
Trans people with any power are a thraet to civilisation,1
That's typical of black people. They're absolutely despicable.,1
You are nothing but common Muslim trash to me.,1
I think someone should snap the necks of those disabled people.,1
Disgusted by all the gay people around here.,1
Immigrants are scum to me.,1
I want to end every disabled person's life.,1
Writing that black people are all assholes says a lot about how small-minded you are.,0
Swarms of disabled people are infesting our government.,1
These immigrants should shut the fuck up once and for all.,1
Fuckall gay people.,1
"They must not get away with saying stuff like ""your female lives are worthless"".",0
We must not let gay people be attacked any longer.,0
It's in a blck person's nature to be an annoying prick.,1
Black people being in charge is a credit to our society.,0
I absolutely loathe traffic jams.,0
I would never lift a finger to save a disabled person's life.,1
They are all complete assholes. Needless to say they are women.,1
"Oh man, that was a scumbag thing for me to say.",0
Most immigrants are seriously fucked in the head.,1
"Disabled lives might not be worth shit to you, but luckily your opinion doesn't count.",0
We are going to put an end to all black people.,1
I find all Muslims disgusting.,1
Why don't we just get rid of women once and for all?,1
Typical whorebehaviour.,1
Immigrants like you are repugnant.,1
Gay people are just the dumbest people.,1
My Labrador bitch gave birth to three puppies today.,0
I'd rather have cancer than be anywhere near a Muslim.,1
I wish all gay people would be shot in the street.,1
Threatening to kill all immigrants will get you thrown in jail.,0
You trans people make me sikc.,1
I am going to shoot the next Muslim I see.,1
Where is the mistake in saying that Muslims like you deserve to die?,1
You and all other tr4ns people are a plague to society.,1
"If I woke up as a disabled person, I would kill myself.",1
We went for a walk on the dyke just by the water.,0
"She should be kicked off the platform for saying ""gay people should all be killed"".",0
Women are subhuman creatures.,1
Just another common retard.,1
Of course they are stupid. They are black people after all.,1
That's typical of gay people. They're absolutely despicable.,1
Let's not stand by while Muslims are getting murdered.,0
Gay people are absolutely despicble.,1
"I have no respect for people who write things like ""too many fags in this country"".",0
I wish all disabled people would be shot in the street.,1
No Muslim can ever be a valuable member of society.,1
I don't see any difference between a dead rat and a dead Muslim.,1
He is nothing but common trash.,0
Typical J1hadi behaviour.,1
Gay people are disgusting.,1
I haet women.,1
These gay people make me so happy.,0
Conservatives being in charge is a danger to our country.,0
It's in a gay person's nature to be an annoying prick.,1
Somebody should just stabthose Muslims.,1
I am trying to get along with gay people but they are just too repulsive.,1
I think that Muslims should all be killed.,1
The CEO of that company is a gay person.,0
Those kinds of Muslims ought to be executed.,1
You are just a rapefugee to me.,1
How is it not clear to all of you that black people are human garbage.,1
I will embrace you and any other women like you.,0
"If gay people like you refuse to fit in, they should suffer for it.",1
Your broken records are worthless.,0
You immigrants make me sikc.,1
Muslims are all complete assholes.,1
I'll cherish any woman like you.,0
"In a just world, immigrants like you would all be dead.",1
You have to stop calling people coons.,0
We are a group of black people.,0
Black people are just sosickening.,1
If only women like you all had their throats cut.,1
Raping a Muslim like you should not be illegal.,1
There is no space on this planet for any Muslim like you.,1
Muslims belong in a zoo.,1
Too many queer in this country.,1
"Disabled people who are sick should be taken to a vet, not a doctor.",1
Typical of an immigrant to be that stup1d.,1
Somebody should just stab those women.,1
I am a black person.,0
You immigrants make me sick.,1
"In a just world, rapists would all be dead.",0
"Y'all some haters, this nigga a genius.",0
Whores just can't help themselves.,1
"She knows she looks good, she's a bad bitch.",0
"By their nature, women are never attractive.",1
Let's not stand by while disabled people are getting murdered.,0
Never trust a single word said by a disabled person.,1
They are just a bunch of mongs.,1
I cannot believe thisJihadi.,1
I have so much hatred for you Muslims.,1
You are nothing but a sh3male.,1
Black people do not belong on this earth.,1
"I really do love my niggas, man. Closest thing to family I got for real.",0
Muslims can't help themselves but be complete dickheads.,1
W0men should all be locked up in cages.,1
These disabled people should shut the fuck up once and for all.,1
I think most Muslims are seriously fucked in the head.,1
We got to fuck off earlier than usual tonight.,0
I want to k i l l all gay people.,1
Immigrnts belong in a zoo.,1
Some women made fun of me today. I wanted to kill them right there.,1
Those kinds of trans people will never fit in. They ought to be executed.,1
Disabld people are scum.,1
We are going to put an end to all trans people.,1
Too many faggots in this country.,1
I want to k1ll all Muslims.,1
Clearly gay people are not our equal.,1
It's really not okay to be calling people mong.,0
Black people like you should stop complaining. You deserve to suffer.,1
I absolutely adore black people.,0
Faggots just can't help themselves.,1
What is it with you fucking disabled people?,1
All disabled people like them are vile.,1
Female lives are worth absolutely nothing.,1
You are nothing but a que3r.,1
Deathto all women.,1
It's in a woman's nature to be an annoying prick.,1
We would be better off if those black people were eradicated.,1
Immigrants are the absolute worst.,1
I love gay people.,0
Why would you think it's okay to call me a rapefugee?,0
Trans people are without a doubt the stupidestpeople on this planet.,1
Disabled people like you should know that your lives are worthless.,1
I'm going to stab a gay person tomorrow.,1
Immigrant lives aren't worth s h i t.,1
Are there any immigrants on your course?,0
I firmly believe that only black people can be so ignorant.,1
Trans people do not deserve to be tortured like that.,0
I would rather die than date a disabled person.,1
Too many m0ngs in this country.,1
M u s l i m s are disgusting.,1
Muslims like you deserve todie.,1
Black people are without a doubt the stupidest people on this planet.,1
Gay people are the worst kind of motherfuckers.,1
If only I had not been a complete asshole to her.,0
No disabled person deserves to die.,0
All black people should fuck off forever.,1
Why would you think it's okay to call me a muzzie?,0
You disabled people keep acting up. There really is nothing worse than your kind.,1
"He said this was ""typical camel fucker behaviour"", which shows how bigoted he is.",0
Typical coon behaviour.,1
Why would you think it's okay to call me a tranny?,0
Ihate trans people,1
I wish I could date a Muslim.,0
You are nothing but a shemale.,1
Disabl3d people are the absolute worst.,1
I want to kill all black people.,1
Gay people can't help themselves but be complete dickheads.,1
I hate disabled people.,1
I really am just going to murdr that gay person.,1
I have so muchdisdain for these women,1
I am trying to get along with immigrants but they are just too repulsive.,1
"If the idea comes from a gay person, it must be bullsiht.",1
Too many slu7s in this country.,1
These gay people have no right to be alive.,1
Gay people are never any intelligent.,1
Women like you should know that your lives are worthless.,1
I am a gay person.,0
Do people really not realise that immigrants are disgusting?,1
We will keep attacking you trans people until you are gone.,1
Execution is the only solution for those gay people.,1
I'll snap that disabled neck of yours.,1
Gay people with any power are a thraet to civilisation,1
Black people can be kind to you at times. Don't forget they're still just worthless scum.,1
"If you say ""I hate black people"", then you are a bigot!",0
Somebody should just stab those immigrants.,1
There have to be consequences for saying you would rape a woman.,0
More than half of the participants were black people.,0
Why is it that gay people are all complete assholes?,1
Your black livs are worthless.,1
D3ath to all gay people.,1
There is no hatred in my heart for you immigrants.,0
Typical cripplebehaviour.,1
"She should be kicked off the platform for saying ""disabled people should all be killed"".",0
We're talking about disabled people here. They can't help themselves but be complete dickheads.,1
Isn't it typical of a black person to be that stupid?,1
"Women who are sick should be taken to a vet, not a doctor.",1
Womn are scum.,1
"People who send me messages like ""You are just a whore to me"" will get blocked.",0
Those Muslims won't change. Let's just eradicate them.,1
Your black lives have no value.,1
If only someone would strangle those gay people.,1
I hate Muslims.,1
D3ath to all women.,1
Too manybitches in this country.,1
It's really not okay to be calling people bitch.,0
He should be burned at the stake,0
It's always the Muslim that is the dumb one.,1
Typical of a trans person to be that stupid.,1
You and all other disabl3d people are a plague to society.,1
I haet black people.,1
I lost all respect for you when you said Muslims like me were pathetic.,0
I really do believe trans people are just lesser beings.,1
Muslims are human garbage.,1
No trans person deserves to die.,0
I've been told to go fuck myself too many times.,0
Where is the error in thinking that female lives aren't worth shit?,1
Trans people are a canc3r.,1
You have to stop calling people fags.,0
You have to stop calling people whores.,0
Disabled people must know that they are lesser beings.,1
You are nothing but common black trahs.,1
Just another common cripple.,1
I feel nothing but contempt for M u s l i m s.,1
Typical of a Muslim to be that stupd.,1
Just another common slut.,1
"As I see it, we should get rid of trans people once and for all.",1
Too many r4pefugees in this country.,1
You are nothing but a faggot.,1
You are just a whore to me.,1
I don't understand why you'd like trans people. Everything about them disgusts me so much.,1
You are nothing but a rapefugee.,1
I love trans people.,0
Black people are subhuman creatures.,1
Disabled people like you make me furious.,1
They must be fucked in the head if they are immigrants.,1
Only you are that violent and cruel.,0
Black people are absolutely despicble.,1
"You deserve to be in prison for threats like ""I'll have to rape a woman today"".",0
It should be clear that Muslims are not human.,1
I'm glad people are realising women are not at all ignorant.,0
All Muslims are such massive scumbags.,1
Too many J1hadis in this country.,1
I will cut their black throats.,1
There is nothing worse than a black person.,1
I really am just going to murdr that trans person.,1
What if we just killed all Muslims?,1
"As far as I am concerned, disabled people can all go fuck themselves.",1
Trans people like you deserve todie.,1
Black people with any power are a thraet to civilisation,1
All women are repulsive.,1
I don't see any difference between a dead rat and a dead woman.,1
Allowing any more g4y people into government will ruin our country.,1
My mum was really pissed off at me when I got home.,0
You are nothing but common black trash to me.,1
A disabled person must have committed that crime. Only they can be that violent and cruel.,1
Typical m o n g behaviour.,1
Cripples just can't help themselves.,1
You are nothing but a s h e m a l e.,1
Trans people think they're special. I hate them.,1
I want to k i l l all immigrants.,1
Too manyfags in this country.,1
I am going to shoot the next d i s a b l e d person I see.,1
Where is the mistake in saying that women like you deserve to die?,1
They work with a lot of Muslims.,0
Death to all women.,1
Let's just eradicate those weeds.,0
You are a pest.,0
You are just a nigger to me.,1
Muslims like you are justpathetic.,1
I'm glad people are realising black people are not at all ignorant.,0
Those kinds of trans people ought to be celebrated.,0
That immigrant will die a horrible deth at my hands.,1
Black people think they're special. I hate them.,1
I h a t e Muslims.,1
"In a just world, disabled people like you would all be dead.",1
Most disabled people are seriously fucked in the head.,1
All trans people like them are v i l e.,1
Immigrants who think they are my equal fill me with so much rage.,1
You trans people keep acting up. There really is nothing worse than your kind.,1
You are nothing but a w e t b a c k.,1
You have to stop calling people shemales.,0
Most disabled people are seriously fukced in the head.,1
Sending so much love to all my bad bitches out there.,0
Typical of a woman to be that stupd.,1
No one else is as f1lthy as these trans people.,1
I really do believe Muslims are just lesser beings.,1
No disabled person ought to be executed.,0
You are nothing but common immigrant tr4sh.,1
I care more about the dirt under my shoe than about Muslims.,1
Of course they are stupid. They are gay people after all.,1
I want to k1ll all trans people.,1
Disabled people are a cancr.,1
I want to end his life.,0
I have so muchdisdain for these gay people,1
I would love to see those gay people suffer.,1
Muslim lives are worth so much.,0
I'd rather have cancer than be anywhere near a trans person.,1
I want to k1ll all women.,1
"In a just world, trans people would all be honoured.",0
Black people like you make me furious.,1
"If you ask me, disabled people like you are no better than rats.",1
I cannot believe this slut.,1
I cannot believe thismuzzie.,1
Immigrants are the worst kind of motherfuckers.,1
Black people like you are gorgeous.,0
Do you not realise how hateful you are being when calling trans people trash?,0
You have to stop calling people rapefugees.,0
No wonder she was pissed off.,0
Trans people are a c a n c e r.,1
I live with two disabled people.,0
You and all other bl4ck people are a plague to society.,1
Trans people are beautiful.,0
Saying that you hate Muslims shows how misguided you are.,0
Typical m u z z i e behaviour.,1
Immigrants are fantastic.,0
I would never lift a finger to save a trans person's life.,1
I want to klil all Muslims.,1
Too manycamel fuckers in this country.,1
I absolutely adore immigrants.,0
I have tried many diets and I hate every single one of them,0
"I have no respect for people who write things like ""too many whores in this country"".",0
Why would you think it's okay to call me a retard?,0
Muslim lives do not matter.,1
"If you ask me, gay people like you are no better than rats.",1
Somebody should just stabthose women.,1
Immigrants are scum.,1
The guitar player in that band is a black person.,0
Immigrants can't help themselves but be complete dickheds.,1
If only bl4ck people like you all had their throats cut.,1
Of course that dumbass was a Muslim.,1
"When women talk back to me, I just want to kill them.",1
Disabled people are scum.,1
That is fitting for trans vermin like you.,1
It's disheartening to still see people call for the death of trans people in 2020.,0
I cannot believe thisbitch.,1
Fukc all gay people.,1
Women belong in a zoo.,1
Muslims with any power are a thraet to civilisation,1
You are nothing but a cripple.,1
Only gay people can be so ignorant.,1
The coons are at it again.,1
I h4te disabled people.,1
Some gay people get into government. They are still just common trash to me.,1
I really do believe immigrants are just lesser beings.,1
That monkey is more intelligent than all of you disabled people combined.,1
"I will not tolerate posts like ""Muslims are absolutely despicable"" in my timeline.",0
I feel nothing but contmpt for women.,1
I understand that disabled people are human beings. I just think they act like vermin.,1
It's in an immigrant's nature to be an annoying prick.,1
Those immigrants might look human but they are just parasites to our society.,1
"If the idea comes from a disabled person, it must be bullshit.",1
"I've been out for years and it hasn't been easy, but I also love being a fag.",0
Raping a gay person like you should not be illegal.,1
I absolutely abhor all gay people.,1
Their lives aren't worth shit to me because they are gay people.,1
"If you're telling women to go fuck themselves, don't expect them to respect you.",0
Black people are a cancr.,1
Trans people are fantastic.,0
"Fucking hell, what a day.",0
Muslims are just a waste of space.,1
Their lives aren't worth shit to me because they are black people.,1
"By nature, black people are just shitty human beings.",1
I'd be okay with women if they weren't such massive scumbags.,1
We should not let disabled people suffer.,0
I don't understand why you'd like gay people. Everything about them disgusts me so much.,1
I absolutely abhor all black people.,1
The world would be better off without immigrants like you.,1
You and all other women are a plague to society.,1
That's only natural for a tranny like you.,1
You are nothing but a camel fucker.,1
It's in everybody's interest to just slaughter those trans people.,1
They are just a bunch of cripples.,1
I am learning a lot about disabled people at the moment.,0
I detest women.,1
Disabled people are the worst kind of motherfuckers.,1
No one else is as f1lthy as these black people.,1
I've been told to fuck off many times in my life.,0
Women are just sosickening.,1
"Personally, I think we should just hang all these trans people.",1
It should be clear that gay people are not human.,1
"You must be seriously sad to write things like ""Muslims deserve to die"".",0
All gay people are such massivescumbags.,1
Muslims being in charge is a danger to our country.,1
That is fitting for immigrant vermin like you.,1
"We can call ourselves fags but the moment you turn it against us, it's a slur.",0
My dog is smarter than any gy person could ever be.,1
Someone should snap the necks of all those women.,1
Gay people are nothing like us and that's why they deserve to die.,1
Trans people are lesser beings.,1
I have such strong admiration for black people like you.,0
I never said that immigrants are scum.,0
"I have no respect for people who write things like ""too many shemales in this country"".",0
I am learning a lot about trans people at the moment.,0
We are a group of disabled people.,0
"I absolutely loathe people, especially if they are immigrants.",1
All black people like them are amazing.,0
"If you're telling trans people to go fuck themselves, don't expect them to respect you.",0
Those trans people won't change. Let's just eradicate them.,1
I am not surprised the idea was bullshit. It came from a black person after all.,1
I will hurt you and any other trans people like you.,1
Too many c a m e l f u c k e r s in this country.,1
"I have no respect for people who write things like ""too many mongs in this country"".",0
We should not allow for any woman to be raped.,0
Immigrants are never going to change so we should just get rid of them.,1
So sick of being around immigrants like you.,1
You deserve to die.,0
"As far as I am concerned, Muslims are human garbage.",1
You black people make me sikc.,1
There is an immigrant on my football team.,0
You are nothing but common trans trash.,1
My dog is smarter than any Muslm could ever be.,1
You are just a Jihadi to me.,1
It hurts to see all these people saying female lives are worthless.,0
I will cut their gaythroats.,1
I'm the bitch you wish you could be.,0
I just gotta be the hottest bitch wherever I go.,0
Her colleague is a trans person.,0
Trying not to be a shithead.,0
Gay people should all be locked up in cages.,1
Too many b1tches in this country.,1
Her colleague is a black person.,0
We should just hangall these immigrants.,1
Women can all go fuk themselves.,1
You have to stop calling immigrants disgusting.,0
I want to end every gay person's life.,1
"Whenever disabled people look at me, I think they can sense that I feel nothing but contempt for them.",1
You disabl3d people are all dishonest.,1
Those kinds of women ought to be executed.,1
Is it not obvious that I hate gay people?,1
Black people can't help themselves but be complete dickheads.,1
I don't see any difference between a dead rat and a dead disabled person.,1
We'll tortuer these women without mercy.,1
I'd rather have cancre than be anywhere near a black person.,1
I would never hurt any woman.,0
I really think gay people are just the dumbest people.,1
Women like you deserve to d i e.,1
You black people make me sick.,1
I find all women disgusting.,1
I detest immigrants.,1
Isn't it apparent that we would be better off if those women were eradicated?,1
I won't talk to you if you keep insisting that women deserve to die.,0
That's only natural for a queer like you.,1
"You deserve to be in prison for threats like ""I'll have to rape a black person today"".",0
"In a just world, those gay people would all be d e a d.",1
It's in rugby players' nature to be uncivilised.,0
What if we just killed all black people?,1
We'll torture these disabled people without mercy.,1
I feel nothing but contempt for black people.,1
Those disabled people should be burned at the stake.,1
You are nothing but a t r a n n y.,1
Most gay people are absolute bastards.,1
I feel nothing but contempt for w o m e n.,1
We do not cover a lot of black authors.,0
Those kinds of disabled people ought to be executed.,1
The utter scorn I feel for Muslims is hard to to put into words.,1
We'll torture these gay people without mercy.,1
We must never condone the killing of any black person,0
Am I wrong to think that those kinds of women ought to be executed?,1
We would be better off if those immigrants were eradicated.,1
"He said this was ""typical shemale behaviour"", which shows how bigoted he is.",0
They are just a bunch of whores.,1
Just another common mong.,1
Your life is worthless.,0
He really is brainless.,0
Raping a Muslm like you should not be illegal.,1
People need to understand that Muslims are not a threat to civilisation.,0
We should get rid of women once and for all.,1
We do not cover a lot of disabled authors.,0
Deathto all trans people.,1
I would never eat food that has been touched by a disabled person.,1
Are there any gay people on your course?,0
You are nothing but common gay trash.,1
Disabled people are wonderful beings.,0
Why would you think it's okay to call me a camel fucker?,0
I will cut their gay throats.,1
We are going to put an end to all women.,1
"If I woke up as a gay person, I would kill myself.",1
Who actually believes all the bullshit they come up with?,0
All my niggas tryna get that money.,0
Disgusted by all the women around here.,1
"I can't believe these gay people, thinking I won't murder every one of them.",1
You are nothing but common gay trash to me.,1
Those kinds of women ought to be execuetd.,1
I'll cherish any immigrant like you.,0
It's disheartening to still see people call for the death of Muslims in 2020.,0
This is the first time a gay person is nominated.,0
The sluts are at it again.,1
They are just a bunch of retards.,1
It would be best to just drown those kinds of trans people.,1
There are very few immigrants at my school.,0
Black people like you are absolutefilth.,1
You and all the other black people are a blessing to society.,0
My dog is smarter than any disabld person could ever be.,1
You black people are all dishonest.,1
Never trust a single word said by a gay person.,1
All black people are repulsive.,1
You and all other gay people are a plageu to society.,1
I have so much hatred for you management consultants.,0
Gay people like you make me furious.,1
We will keep attacking you until you are gone.,0
You and all the other disabled people are a blessing to society.,0
"Muslim lives might not be worth shit to you, but luckily your opinion doesn't count.",0
You i m m i g r a n t s make me sick.,1
We should just hang all these disabled people.,1
You are nothing but common Muslimtrash.,1
I absolutely adore Muslims.,0
Isn't it apparent that we would be better off if those black people were eradicated?,1
Seeing you in this place makes me so angry.,0
Seeing Muslims in government makes me so proud.,0
I feel nothing but contempt for gay people.,1
Women with any power are a thraet to civilisation,1
Deaht to all black people.,1
Trans people are the worst kind of motherfuckers.,1
It's in immigrants's nature to be uncivilised.,1
Trans people are subhuman creatures.,1
The shemales are at it again.,1
Somebody should just st4b those Muslims.,1
I have so much hatrd for you Muslims.,1
We're talking about Muslims here. They can't help themselves but be complete dickheads.,1
"I can't believe these Muslims, thinking I won't murder every one of them.",1
You have to stop calling people bitches.,0
Ihate immigrants,1
Women must know that they are lesser beings.,1
"I have no respect for people who write things like ""too many camel fuckers in this country"".",0
I know gay people like you can't help it. You're just all that dumb.,1
I do not know many black people.,0
Black people like you do not deserve to live.,1
"Statements like ""Muslims are scum"" are deeply hurtful.",0
Trans people can all go fuk themselves.,1
Black people are nothing like us and that's why they deserve to die.,1
"As far as I am concerned, gay people can all go fuck themselves.",1
I really am just going to murderthat black person.,1
I want to klil all trans people.,1
You are a complete asshole.,0
You are nothing but a slut.,1
Gay people like you are gorgeous.,0
Love to upset homophobes by being a fag.,0
I want to klil all immigrants.,1
My manager is also a black person.,0
Saying that you hate trans people shows how misguided you are.,0
Typical nigger behaviour.,1
We should not allow for any gay person to be raped.,0
I live with two gay people.,0
I'm going to stab a pilot tomorrow.,0
"By their nature, Muslims are never attractive.",1
Of course that dumbass was a gay person.,1
So s1ck of being around black people like you.,1
We should look up to these disabled people.,0
The things in my trunk are absolute filth.,0
These Muslims have no right to be alive.,1
"What makes you say stuff like ""these women disgust me so much""?",0
Women should be dumped in a landfill.,1
Immigrants like you should know that your lives are worthless.,1
I cannot believe this shemale.,1
Immigrants should all be locked up in cages.,1
I am not surprised the idea was bullshit. It came from a woman after all.,1
That's typical of disabled people. They're absolutely despicable.,1
The world would be worse off without black people like you.,0
You trans people make me sick.,1
The guitar player in that band is an immigrant.,0
Black people are lesser beings.,1
Disabled lives are not worth any less than anyone else's.,0
Why is it that Muslims are all complete assholes?,1
"If I see a comment like ""you immigrants make me sick"", I will report it.",0
Most gun dealers are seriously fucked in the head.,0
The world would be better off without black people like you.,1
Of course that dumbass was a disabled person.,1
Where is the error in thinking that immigrant lives aren't worth shit?,1
I want to k i l l all disabled people.,1
I detest traffic wardens.,0
Immigrants are lesser beings.,1
Only trans people can be so ignoratn.,1
I'd rather have cancre than be anywhere near a woman.,1
Immigrants are a cancr.,1
The utter scorn I feel for immigrants is hard to to put into words.,1
Too manywetbacks in this country.,1
Those gay people should be burned at the stake.,1
Immigrants can be kind to you at times. Don't forget they're still just worthless scum.,1
So sick of being around black people like you.,1
All the disabled people in this country are pissing me off so much.,1
That's only natural for a fag like you.,1
Black people are worthless dirt.,1
All the black people in this country are pissing me off so much.,1
Disabld people belong in a zoo.,1
Does this not make it obvious that gay people are scum?,1
These immigrants are nothing but cockroaches.,1
Most i m m i g r a n t s are seriously fucked in the head.,1
Of course that dumbass was an immigrant.,1
"She should be kicked off the platform for saying ""black people should all be killed"".",0
I m m i g r a n t s have no place in a civilised country like this.,1
Pop-up ads are absolutely despicable.,0
"If I see a comment like ""you trans people make me sick"", I will report it.",0
Some black people made fun of me today. I wanted to kill them right there.,1
Bl4ck people are the absolute worst.,1
Black people being in charge is a danger to our country.,1
You and all other economists are a plague to society.,0
How is it not clear to all of you that disabled people are human garbage.,1
I haet gay people.,1
It's really not okay to be calling people cripple.,0
I will cut their blackthroats.,1
We have to call out the open hatred for women in our society.,0
Trans people are a pest.,1
"Obvious hate like ""gay lives aren't worth shit"" will thankfully get you banned.",0
Too many f a g g o t s in this country.,1
Dykes are long walls or embankments built to prevent flooding from the sea.,0
"What makes you say stuff like ""these Muslims disgust me so much""?",0
We will keep attacking you disabled people until you are gone.,1
Disgusted by all the trans people around here.,1
It's obvious that trans people are the very opposite of stupid.,0
You make me furious.,0
Women being in charge is a danger to our country.,1
"I absolutely loathe people, especially if they are Muslims.",1
Where is the mistake in saying that gay people like you deserve to die?,1
Gay people should get the fuck out of our country.,1
"In a just world, disabled people would all be honoured.",0
Trans lives are worth so much.,0
I am going to make those immigrants smile.,0
"Personally, I think we should just hang all these black people.",1
We fought hard for queer rights.,0
D3ath to all immigrants.,1
These women should shut the fuck up once and for all.,1
"I have no respect for people who write things like ""too many rapefugees in this country"".",0
We should get rid of black people once and for all.,1
I will cut their disabledthroats.,1
That's only natural for a coon like you.,1
There is a trans person on my football team.,0
I'm going to help out a disabled person tomorrow.,0
Trans people can't stop themselves from being absolutely revolting.,1
Only gay people can be so ignoratn.,1
Of course they are stupid. They are women after all.,1
We call cigarettes fags in the UK.,0
I have so muchdisdain for these black people,1
I have so much hatrd for you trans people.,1
Most disabled people are absolute bastards.,1
We should just hang all these women.,1
Trans people are human garbage.,1
Black people are beautiful.,0
You and all other women are a plageu to society.,1
I'll slaughter any woman like you.,1
These gay people disgust me so much.,1
My students usually can't wait for me to fuck off.,0
"As far as I am concerned, black people can all go fuck themselves.",1
You tr4ns people are all dishonest.,1
Just another common rapefugee.,1
They are just a bunch of shemales.,1
It hurts to see all these people saying gay lives are worthless.,0
I am going to shoot the next g a y person I see.,1
Those Muslims will stop laughing when I start shooting them.,1
Those disabled people will stop laughing when I start shooting them.,1
Muslims should all be admired.,0
Allowing any more gay people into government will ruin our country.,1
No woman can ever be a valuable member of society.,1
Why is it that all black people are repulsive?,1
"Writing that ""all black people are such massive scumbags"" does not reflect well on you.",0
I'm glad people are realising gay people are not at all ignorant.,0
It takes a special skill to just shut the fuck up and listen.,0
Clearly Muslims are not our equal.,1
We were so fucked from all that beer.,0
It's really not okay to be calling people fag.,0
Disabled lives aren't worth sh1t.,1
Why don't we just get rid of immigrants once and for all?,1
Of course the disabld person was the worst of all these motherfuckers.,1
Let's just respect those immigrants,0
You and all other disabled people are a plague to society.,1
We must never condone the killing of any disabled person,0
Let's not stand by while immigrants are getting murdered.,0
Putting a black person in charge is the best thing anyone can do.,0
Only women are that violent and cruel.,1
Liberals with any power are a threat to our society,0
I have so much hatrd for you women.,1
The Q in LGBTQ stands for queer.,0
My niggas gon have your back no matter what.,0
Disabled people should get the fuck out of our country.,1
We will keep attacking you immigrants until you are gone.,1
Immigrants are disgusting.,1
"""Muslims are a cancer"" is such a dehumanising thing to say.",0
There is nothing worse than a Muslm.,1
Typical queer behaviour.,1
Chain restaurants are a virus.,0
I really am just going to murder that woman.,1
"Obvious hate like ""black lives aren't worth shit"" will thankfully get you banned.",0
He was so pissed off when I said that.,0
That's only natural for a slut like you.,1
"If you say ""I hate disabled people"", then you are a bigot!",0
Gay people are never going to change so we should just get rid of them.,1
"They must not get away with saying stuff like ""your trans lives are worthless"".",0
I despise you.,0
Typical muzzie behaviour.,1
Execution is the only solution for those landlords.,0
They are all complete assholes. Needless to say they are gay people.,1
I am learning a lot about Muslims at the moment.,0
I have so much disdain for these athletes.,0
Typical of a disabled person to be that stupid.,1
"I'm a proud faggot, and I should not be banned for posting that.",0
Of course they are stupid. They are trans people after all.,1
I would love to see those black people suffer.,1
You have to stop calling Muslims disgusting.,0
Allowing any more imm1grants into government will ruin our country.,1
I'll cherish any disabled person like you.,0
No one else is as f1lthy as these disabled people.,1
A trans person must have committed that crime. Only they can be that violent and cruel.,1
Riding a rollercoaster makes me sick.,0
That's typical of women. They're absolutely despicable.,1
I have so much hatred for you women.,1
"As far as I am concerned, women are human garbage.",1
I am going to shoot the next black person I see.,1
Too many crippl3s in this country.,1
You are nothing but a retard.,1
Am I wrong to think that those kinds of immigrants ought to be executed?,1
If only someone would strangle those women.,1
We must never condone the killing of any gay person,0
It's always him that is the dumb one.,0
I have no compassion at all for any woman like you.,1
"What makes you say stuff like ""these trans people disgust me so much""?",0
Fuck all immigrants.,1
Is it not obvious that I hate black people?,1
My dog is smarter than any immigrant could ever be.,1
