id,text,anotator1,anotator2,anotator3,label,links_post,account_post
4094,Mais maturidade que muita gente GRANDE.,0,0,0,0,https://www.instagram.com/p/B1_m4F5lO_d/,Fernando Haddad
6147,"@dslvasantos707 essa criança como muitas outras precisam de apoio, um empresário patriota precisa estar de olho… valorizar quem quer ser valorizado",0,0,0,0,https://www.instagram.com/p/C45ML5SODEv/,Manuela d'Ávila
1418,Esse bosta tem q voltar pra cadeia já!,1,1,1,1,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro
2193,Você é tão idiota que cansa.,1,1,1,1,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann
6446,Parabéns e muitas bençãos na vida de Bolsonaro!!!🙏🇧🇷,0,0,0,0,https://www.instagram.com/p/C4xe8v1L1WE/,Eduardo Bolsonaro
1286,A pessoa que escreveu isso é um ser em trevas. Jesus tenha piedade desse ser que um dia vai chorar lágrimas de arrependimento.,1,1,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
1535,Esse pastor é um RATO!,1,1,1,1,https://www.instagram.com/p/B4dWN3rgBNx/,Manuela d'Ávila
1334,Trancafia esse baderneiro de novo.,1,1,1,1,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro
1765,Por isso que a educação está uma completa negação... Parabéns aos envolvidos,1,1,0,1,https://www.instagram.com/p/B5QeyE9lNSg/,Fernando Haddad
1208,"Gente isso é muito criminoso! Chega! Tem que punir sem dó esses indivíduos de almas estragadas, para que o mal não contamine outras pessoas ... #SomosTodosDamares",1,1,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
1180,"Ele ataca as pessoas com fama pra ver se aparece Ministra . Atacou o jornalista Augusto Nunes também, apoiando o outro canalha americano.",1,1,0,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
5551,Preocupado com essa fala.,0,0,0,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann
3779,Lula livre e Haddad LIVRE ❤️,0,0,0,0,https://www.instagram.com/p/B1ejo45l4FI/,Fernando Haddad
6681,"Tem meu voto, @joicehasselmannoficial",0,0,0,0,https://www.instagram.com/p/C3aUy5cOWw_,Joice Hasselmann
2068,"Esse nojento, coisa ruim dos infernos",1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
5801,Parabéns deputada Benedita por lutar contra o racismo em nosso país 👏👏👏👏👏👏,0,0,0,0,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann
3023,"Com um congresso frouxo, o STF continuará reinando. É muito rabo preso entre todos aí. Dos antigos congressistas, já esperávamos os conchavos. Dos novos, só decepções até o presente momento.",1,1,1,1,https://www.instagram.com/p/B1v5c9bJbWX/,Joice Hasselmann
5938,E continua sendo armação para Lula não se cadidata,0,1,0,0,https://www.instagram.com/p/B55Fxu4F5Y5/,Gleisi Hoffmann
631,"#congressocontraopovo, 🤬🤮tudo dentro do costume da Casa do Povo!🤮🤬 #congressoVERGONHA",1,0,1,1,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli
4499,Bom demais👏👏👏👏👏,0,0,0,0,https://www.instagram.com/p/B3efAGxlTKb/,Fernando Haddad
6516,Esse é o verdadeiro presidente do Brasil eleito pelo povo!,0,0,0,0,https://www.instagram.com/p/C4J-1kor5gc/,Eduardo Bolsonaro
3374,O objetivo e fazer filhos e o povo continua analfabetos. parabéns socialistas rumo ao comunismo,1,0,1,1,https://www.instagram.com/p/CpSwP0Fu9Zg/,Fernando Haddad
1064,"Meu Deus, que absurdo!! Escroto, não tem outra palavra!!!",1,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
4688,Meu prezado PRESIDENTE Jair. Tudo nesta vida é com sacrifício e sabemos que apesar dos desencontros de idéias entre alguns parlamentares tudo concorre para o bem . Só uma coisa não deixe de fazer.... De acreditar em Deus e fazer o melhor .... A igreja está em oração pelo Brasil e por seus familiares e principalmente por vc presidente. A igreja ama o Brasil e a democracia brasileira. Abraços 🤗🤗🤗🤗,0,0,0,0,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro
2562,"Chora seus lixo, #CHORAMAIS #aceitaquedóiMenos KKKKKKK",1,1,1,1,https://www.instagram.com/p/B55Fxu4F5Y5/,Gleisi Hoffmann
6048,"Bem, após breve reflexão sem tomar decisões por impulso, deixo de seguir.",0,0,0,0,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann
1060,Agora já passou do limite...se está caducando...o lugar dele é em casa com familiares cuidando dele....,0,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
4232,Isso não tem preço,0,0,0,0,https://www.instagram.com/p/B4I9_wdHMYk/,Carla Zambelli
5128,"Negra, de cabelos curtos, com uma fala emponderada... Ela é linda!! Deu de ""padrãozinho"" e misses sempre iguais! Toda mulher pode ser linda!",0,0,0,0,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
934,Rei ARTHUR DECLARA: OLIMPÍADA do RIO FOI COMPRADA. É $Ó VA$ CULHAR que SURGIRÃO MAI$ CRIME$. #STFVERGONHANACIONAL #LulaChefeDeFACÇÃO #LulaMandanteDoCrime #ForaTraidoresDoBrasil🇧🇷,1,1,0,1,https://www.instagram.com/p/B4K2nvnF3cE/,Eduardo Bolsonaro
3465,Misericórdia!! E pensar que já votei nessa criatura.,1,1,1,1,https://www.instagram.com/p/C5RG9JWovk7/,Carla Zambelli
821,"😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂GLOBOLIXO, NAZISTAS! A POPULAÇÃO DEVERIA VER O QUE REALMENTE A GLOBOSTA É . NUNCA MAIS SINTONIZAR NESTA MERDA.",1,1,1,1,https://www.instagram.com/p/B4I9_wdHMYk/,Carla Zambelli
5870,O engraçado é que não deve nada!!,0,0,0,0,https://www.instagram.com/p/B5TOC02JF6X/,Joice Hasselmann
5806,LINDO. fora racistas. fora fascistas,0,0,0,0,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann
3198,Haja mortadela,1,0,1,1,https://www.instagram.com/p/B3efAGxlTKb/,Fernando Haddad
424,"Acho pouco, o sul elegeu esse imbecil, agora toma!",1,0,1,1,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila
4328,Essa pode confiar e perfeita Leda 👏🏻👏🏻👏🏻👏🏻perguntas de nível da inteligência e não da fofoca🇧🇷,0,0,1,0,https://www.instagram.com/p/B4K2nvnF3cE/,Eduardo Bolsonaro
6346,Poder econômico de compra dos brasileiros caiu,0,0,0,0,https://www.instagram.com/p/C5ZLiSBPgFa/,Gleisi Hoffmann
104,Essa senhora é uma currupta igual seus amiguinhos do PT.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
633,Porra o presidente não serve pra porra nenhuma? Pra que presidente então? É o STF que governa o país? Estamos fudidos então... Se for isso mesmo o Brasil precisa de intervenção militar porque a nossa corte está recheada de bandidos!!!,1,0,1,1,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli
6265,Que tudo dê certo! Abraços Haddad,0,0,0,0,https://www.instagram.com/p/CzZ4P7XxW2b/,Fernando Haddad
3020,"Kkkk... Piada né? A atitude é legal, MAS o congresso criou essa lei pra se proteger e roubarem em paz e por sua vez vem o STF que protege corruptos e criminal de colarinho branco.",1,1,1,1,https://www.instagram.com/p/B1v5c9bJbWX/,Joice Hasselmann
3481,Tu tem algum retardo ou é burro e mau caráter?,1,1,1,1,https://www.instagram.com/p/C4GSKkBrziS/,Fernando Haddad
3495,"O Bozo vai mostrar pra ele como fica preso de verdade! PGR deve pedir 30 anos só no golpe, fora os outros crimes. Calma o aí gadaiada",1,1,1,1,https://www.instagram.com/p/C0d-JK4r7E0/,Eduardo Bolsonaro
6263,"Boa notícia! Mas só será possível se alcançar 130 Bi para poder se alcançar déficit zero e se honrar com o Arcabouço Fiscal se a segunda etapa da Reforma Tributária, aquela que incide sobre o patrimônio dos mais ricos, também for a aprovado. Mas infelizmente não há mais tempo de se fazer isso em 2023. Logo, Lula está correto ao defender a flexibilização da meta",0,0,0,0,https://www.instagram.com/p/CzZ4P7XxW2b/,Fernando Haddad
314,"Vou ver não, seu verme.",1,1,1,1,https://www.instagram.com/p/B1ejo45l4FI/,Fernando Haddad
4420,2 pessoas super inteligentes...,0,0,0,0,https://www.instagram.com/p/B3efAGxlTKb/,Fernando Haddad
6458,Maravilhoso....como seria bom se tivessemos mais parlamentares como vc,0,0,0,0,https://www.instagram.com/p/C4tzQ6YrvgD/,Eduardo Bolsonaro
3641,Meu sonho minha filha estudar no colégio militar. Lindos meninas e meninas! Avante pelo Brasil Bolsonaros!,0,0,0,0,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
6323,"@ozamar_carvalho , faço de suas palavras as minhas! Sentimos saudades deles e do comprometimento com o nosso Brasil e, principalmente, com o povo Brasileiro. Abraços 🇧🇷",0,0,0,0,https://www.instagram.com/p/C5QvpbeuR0C/,Carla Zambelli
676,Que atuação comovente. Merece o Oscar.,1,1,0,1,https://www.instagram.com/p/B2xPpppAUaN/,Manuela d'Ávila
2415,Sujeito escroto,1,1,1,1,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann
646,"A nova Tábata da esquerda identitária . A queridinha do imperialismo ""verde"" ,empenhar que eu já achei que existia esquerda no Brasil .",1,1,0,1,https://www.instagram.com/p/B2xPpppAUaN/,Manuela d'Ávila
3235,O careca vai se ferrar EUA não é Brasil e ja estão todos do lado de @elonmusk__.official 🙌🇧🇷❤️🇱🇷,1,1,0,1,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
6789,"Enorme interesse em investir no agronegócio aqui, depois da queda do MARCO TEMPORAL?",0,0,0,0,https://www.instagram.com/p/CxnmwKdLEno/,Fernando Haddad
5731,Muito triste e revoltante,0,0,0,0,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann
4704,Força Bolsonaro!,0,0,0,0,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro
6432,Parabéns presidente 🇧🇷🇧🇷🇧🇷🇧🇷 que Deus o abençoe sempre 🙏🙏🙏🙏 o Sr e sua família.,0,0,0,0,https://www.instagram.com/p/C4xe8v1L1WE/,Eduardo Bolsonaro
1276,Gente esse cara deve envergonhar até o Satanás.,1,1,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
6633,Que abraço gostoso se percebe a sinceridade,0,0,0,0,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
5405,Aprende a votar Brasil,0,0,0,0,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
630,Congresso nacional vergonha do Brasil 😣😣😣😣😣😣,1,0,1,1,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli
4865,👏👏👏esse é o Presidente que o Brasil precisa!!!,0,0,0,0,https://www.instagram.com/p/B5QeyE9lNSg/,Fernando Haddad
2792,Como um país deste anda pra frente?Ontem era Bolsonaro hoje é inimiga e detesta o cara ...que falsidade .,1,1,1,1,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann
3582,Precisamos uma visita de vocês no CMR COLÉGIO MILITAR DE RECIFE!,0,0,0,0,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
3665,"Orgulho do CPM, já estudei em um colégio militar no interior da Bahia, e os valores que a corporação passa para vc e sua família é algo extraordinário! 👏🏻 @bolsonarosp",0,0,0,0,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
408,Esse demônio só fala merda!,1,1,1,1,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila
2991,"Sem comentários.. Não vale a pena comentar sobre essas pessoas ... Egoístas, ambiciosas que nao pensam em ninguém além deles mesmos.",1,1,1,1,https://www.instagram.com/p/B1v5c9bJbWX/,Joice Hasselmann
1691,"Bandido da igreja, que vergonha... Como conseguem falar em Deus e fazer tanto mal",1,1,1,1,https://www.instagram.com/p/B4dWN3rgBNx/,Manuela d'Ávila
3624,Quem conhece as Escolas militares sabe o valor que elas tem na formação de nossos jovens.,0,0,0,0,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
1902,"@carla.zambelli . @joicehasselmannoficial Essa vergonha é o dia todo, vocês parecem duas adolescentes, vão trabalhar, foi pra isso que o povo as elegeu..",1,0,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
1405,Canalha.. Bandido.. quer ver sangue de irmãos brasileiros.. para satisfazer seu ego .. Bandido.,1,1,1,1,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro
5561,Eu votei no Bolsonaro .não em seus filhos,0,0,0,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann
3752,COMO NÃO TE AMAR,0,0,0,0,https://www.instagram.com/p/B1ejo45l4FI/,Fernando Haddad
5190,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️nada melhor para começarmos juntas2020! Linda!,0,0,0,0,https://www.instagram.com/p/B52f10agU7G/,Manuela d'Ávila
4197,Parabéns pelo Luta guerreiros💪💪💪🌟🌟🌟😇😇😇🌹🌹🌹,0,0,0,0,https://www.instagram.com/p/B1_m4F5lO_d/,Fernando Haddad
2213,"Joice, Ju que vc não sente vergonha de vc mesma ?",0,1,1,1,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann
4457,"Dois gatos lindões , inteligentes e de esquerda! Perfeito!",0,0,0,0,https://www.instagram.com/p/B3efAGxlTKb/,Fernando Haddad
521,"Hora de prender os jornalistas da Globo, UOL e etc...",0,1,1,1,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli
4930,"Meu amigo.. política não é pra fracos não... Meu amigo é muita treta. Também, enquanto os salários forem altos terá até mortes, como tem. Era pra ser salário de professor isso aí",0,0,0,0,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
2581,Pirralha mesmo. Tá achando ruim? Você é pior que ela. Quem se curva ao globalismo é pior que merda de porco.,1,1,1,1,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann
3454,O espírito do anti Cristo,1,1,1,1,https://www.instagram.com/p/C5RG9JWovk7/,Carla Zambelli
5908,"Deus o abençoe grandemente juiz, por sua digna decisão. Precisamos de homens como o Sr em nossa Nação.🙏🏻",0,0,0,0,https://www.instagram.com/p/B5TOC02JF6X/,Joice Hasselmann
6102,Rapaz tou achando ele muito nervoso não tá não? Algo de errado não está certo aí,0,0,0,0,https://www.instagram.com/p/C5gMnI0rOSg/,Eduardo Bolsonaro
1715,Ainda bem que ele eh fervoroso evangélico 😱 eh hipocrisia que se chama ?,1,1,1,1,https://www.instagram.com/p/B4dWN3rgBNx/,Manuela d'Ávila
3646,E os médicos brasileiros formados fora nadaaaaaaaaa,0,0,0,0,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
851,"Parabéns, ex presidente inelegível. Quem sabe no seu próximo aniversário vai comemorar na Papuda. 😂😂😂",1,1,1,1,https://www.instagram.com/p/C4xe8v1L1WE/,Eduardo Bolsonaro
2314,"A esquerda está acabada , já era",1,1,0,1,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann
2065,"Tomem trouxas , trabalhominions",1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
606,😡😡😡 No Congresso Nacional tem bandidos.,1,1,1,1,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli
4826,"@brihnog, esses professores são incríveis mesmo❤️",0,0,0,0,https://www.instagram.com/p/B5QeyE9lNSg/,Fernando Haddad
1409,"Esse cara deveria estar preso, ele vai da trabalho estando solto ,pois ele é um bandido perigoso, com certeza irá tentar fazer igual no Chile. Cuidado isso e cobra venenosa.",1,1,1,1,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro
6036,"Só pq sabe falar alto e o que algumas pessoas querem escutar, não quer dizer que ela vai resolver todos os problemas do planeta. Apontar problemas é fácil quero ver resolver",0,0,0,0,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann
750,Toma no fiofo globo lixo,1,1,1,1,https://www.instagram.com/p/B4I9_wdHMYk/,Carla Zambelli
5267,Você merece Mestre,0,0,0,0,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
3628,💪🇧🇷🇧🇷novo Brasilllll,0,0,0,0,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
2052,"Para de manipular o gado deputada, ele não criou nada só sanciono a lei que vcs criaram, mas como esperar democracia de uma parlamentar petista né... aí fica tentando responsabilizar ele",0,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
358,Esse peste do fala merda 😈,1,0,1,1,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila
4988,"Parece que depois de um longo e tenebroso inverno, encontramos o caminho.",0,0,0,0,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
501,"Os caras não prendem bandido, ladrão e assassino e agora vão prender quem compartilha fake news?! Isso ai é para rir estou imaginando o julgamento 200 instâncias e aí depois o STF kkkkkk esse país da desgosto, melhor dizendo é um esgoto",1,0,1,1,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli
265,Que bom que ela tem pena do Brasil 🇧🇷 assim ela já pode dividir com a população brasileira a propina que recebeu da OAS.,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
1267,"Pro essa esse ordinário,pois deve ser acostumado a agredir as mulheres ,e nao to falando so de direita não,são todas as mulheres em geral,ou as de eskerda axam qe só tem mulher de direira?qe so mulheres de direita sofrem agressão?ele é um monstros disfarçado de jornalista,imagino oqe nao fala pra esposa(o)/namorada(o) seja la oqe for..espero qe nenhuma amiga ou familiar desse cidadão passe ou tenha passado por isso..",1,1,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
2373,Coronel Tadeu??? Para mim é um bosta!!!!,1,1,1,1,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann
6919,Minha irmã querida vc merece !!!,0,0,0,0,https://www.instagram.com/p/C5ivDPjt8Hp/,Carla Zambelli
1654,"Fala de bolsominio: A culpa de tudo é da esquerda,blablabla",1,1,0,1,https://www.instagram.com/p/B4dWN3rgBNx/,Manuela d'Ávila
5303,Mérito seu!👏👏🙌,0,0,0,0,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
4896,Deus abençoe Haddad 🙏,0,0,0,0,https://www.instagram.com/p/B5QeyE9lNSg/,Fernando Haddad
5721,"👏👏👏👏👏👏👏👏👏👏Benedita representa mais de 54 % da população Brasileira ,eu repúdio esse Ato inaceitável nesta casa legislativa ,foi a prova de que o racismo Institucional prevalece em todas as faces da sociedade brasileira ! Vergonha! Que se faça justiça ! Obrigada Deputada !",0,0,1,0,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann
6125,@solangemariamoreradasilva você tem o melhor governador e deseja o pior ?aff,0,0,1,0,https://www.instagram.com/p/C4_Ec2FxsS2/,Fernando Haddad
3184,E ainda tem gente que fala que é mimimi,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
1204,"Falta de RESPEITO ao extremo desse infeliz repórter, JUSTIÇA nesse IMBECIL",1,1,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
2874,O Lula vai continuar preso babacas!,1,1,1,1,https://www.instagram.com/tv/B09BRCjB_gV/,Gleisi Hoffmann
5512,Não existe segurança juridica no pais a muito tempo,0,0,0,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann
4288,Irei ver com certeza 👍🏻,0,0,0,0,https://www.instagram.com/p/B4K2nvnF3cE/,Eduardo Bolsonaro
1435,"Cara de pau ! não desiste de atormentar o brasileiros , sai em nome de jesus👑 😍",1,1,1,1,https://www.instagram.com/p/B42JqHMFyiu/,Eduardo Bolsonaro
963,"Num país sério esse decrépito seria preso, aqui é amigo do presidente e da elite evangélica.",0,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
2022,bolsonaro fdp,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
5395,"Bom para os pobres, lascados que votaram nele👏👏👏👏👏",0,1,0,0,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
618,Esses corruptos só vão parar quando começarem a morrer...um por um! Eles estão cavando a própria cova.,1,1,1,1,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli
6829,"eu li, por sua indicação. necessário! 🙌❤️",0,0,0,0,https://www.instagram.com/p/C4B30QfviwY/,Manuela d'Ávila
3941,O veto Abuso de autoridade vai ser derrubado !,0,0,0,0,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli
3533,Você está comemorando a invasão de Nazistas? É isso mesmo?,0,0,0,0,https://www.instagram.com/p/B1rOH6Wlg4A/,Eduardo Bolsonaro
652,"Estarrecido com o discurso do Bozo!!! Da asco, ele está nos fazendo passar vergonha na Onu",1,0,1,1,https://www.instagram.com/p/B2xPpppAUaN/,Manuela d'Ávila
108,Terrorista FDP,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
5435,Ora se é...alguém duvida?,0,0,0,0,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
705,Diabo reencarnado,1,1,0,1,https://www.instagram.com/p/CzZ4P7XxW2b/,Fernando Haddad
5651,"Sim, ela é mil vezes mais sensata que você. Que você diz querer o melhor para o Brasil, mas adora esquentar mais ainda o que está quente.. você quer é puxar pro seu lado!",0,1,0,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann
2457,"😂😂😂😂 debochado, foi bem pago..",1,0,1,1,https://www.instagram.com/p/C1Wwy_YuxZ5/,Fernando Haddad
6772,Parabéns pelo excelente trabalho sr Haddad,0,0,0,0,https://www.instagram.com/p/CxnmwKdLEno/,Fernando Haddad
1238,"Uma vergonha! Isto nem ė um jornalista ė uma psicopata prestes a sair do ""armário"" pois ele se expressa em seus textos, e se brincar um estuprador em potencial !",1,1,1,1,https://www.instagram.com/tv/B5TgBngnkBN/,Carla Zambelli
6895,"@raquelmorenooficial , vamos eleger uma base forte e de direita! Abraços 🇧🇷",0,0,0,0,https://www.instagram.com/p/C5n8KDxudxD/,Carla Zambelli
5078,"O que vocês da familia Bolsonaro fizeram foi histórico! Vocês são a prova viva de que com real determinação e real força de vontade o ser humano chega aonde ele quiser chegar. Admirarei eternamente seu pai. 👏👏🇧🇷 Apenas para frisar = até 2 anos atrás eu era esquerdista, e eu era totalmente anti-bolsonaro. Obrigado por abrirem meus olhos a tempo. 👍👍🇧🇷🇧🇷🇧🇷🇧🇷",0,0,0,0,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
140,essa imbecil falando e o cachorro cagando e a mesma coisa,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
5467,"Gente, eu pergunto: se os criminos começarem a fazer uma revolução aqui queimando onibus, invadindo residencias, promovendo o mesmo terrorismo que estão fazendo no chile, o qie vocês esperam? Que o governo responda com livros e flores.",0,0,0,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann
5371,Querido!!!! Você merece!!!! 📘📑📑🎸🎸🎸🎸💓💓💓🎓🎓🎓🏆🏆🏆🏆👏👏👏👏👏👏👏👏👏👏👏👏,0,0,0,0,https://www.instagram.com/p/B53DtnSlTq8/,Fernando Haddad
3383,BOZOLOIDES PIRAM ...LULA ATE 2030🔥🔥🔥🔥🇧🇷🇧🇷🇧🇷,1,1,1,1,https://www.instagram.com/p/C3v9JGyvsjD/,Eduardo Bolsonaro
2641,Manda ela capinar uma roça e vai vc tbm,1,1,1,1,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann
1018,Para que eu vou vomitar🤢,1,0,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
1099,Ridículo....Velho babao,1,1,1,1,https://www.instagram.com/p/B3R0XMrAt7g/,Manuela d'Ávila
2618,"É incrível! Só se elegeu por causa do Bolsonaro e agora fica aí de mimimi.. E na boa, o presidente tem toda razão!!",1,0,1,1,https://www.instagram.com/p/B573NclJYqb/,Joice Hasselmann
2087,Aí seus otario bonsoniho,1,1,1,1,https://www.instagram.com/p/B3PK5rOhwtV/,Gleisi Hoffmann
6832,Li.. e recomendo! 👏👏,0,0,0,0,https://www.instagram.com/p/C4B30QfviwY/,Manuela d'Ávila
6968,Deus tenha misericórdia da nossa nação,0,0,0,0,https://www.instagram.com/p/C5RG9JWovk7/,Carla Zambelli
5024,Estamos no caminho certo. Parabéns Bolsonaro e equipe. Simplesmente show,0,0,0,0,https://www.instagram.com/p/B6Ees1JF2La/,Eduardo Bolsonaro
61,Falsa!!!! Que nem nota de $30!!!!🤪🤪🤪,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
530,"vcs não estão valendo mais nada ,o presidente está sem valor algum .",1,1,1,1,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli
259,Porque ela também é BANDIDA,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
392,😂😂😂😂 Ele doente deveria está no hospício,1,1,1,1,https://www.instagram.com/p/B1EoGt2gdnT/,Manuela d'Ávila
2387,"Que esse coronelzinho seja responsabilizado e devidamente penalizado. Criatura desprezível, coronel de 💩.",1,0,1,1,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann
4828,Todos dos lindos professores,0,0,0,0,https://www.instagram.com/p/B5QeyE9lNSg/,Fernando Haddad
537,Bom. Não vejo problemas para nós mas sim para a esquerda que se sustenta somente em fake news.,0,1,1,1,https://www.instagram.com/p/B1uwCHND_Z5/,Carla Zambelli
4231,Aí aí aí ui ui ui... que foto pesada meu Deus 😍😍👏🏽👏🏽,0,0,0,0,https://www.instagram.com/p/B1_m4F5lO_d/,Fernando Haddad
4136,"Haddad vc perdeu a eleição, mas eu não perdi meu voto.",0,0,0,0,https://www.instagram.com/p/B1_m4F5lO_d/,Fernando Haddad
4178,✊ Estamos juntos,0,0,0,0,https://www.instagram.com/p/B1_m4F5lO_d/,Fernando Haddad
114,Quem quer saber oq vc pensa comunista corrupta vc deveria estar na cadeia !,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
2426,PT não tem moral pra cobra e nem fala nada de ninguém. Corja de vagabundos,1,1,1,1,https://www.instagram.com/tv/B5EDfDPhjyf/,Gleisi Hoffmann
2275,"Deputada Mimimi, vai trabalhar! Larga o teclado da discórdia! Que dor na alma sua pessoa sente!Deus e um bom terapeuta para te socorrer. Vergonha!",1,1,1,1,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann
56,Horrorosa vaca suja,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
39,Aí a ganância falou mais alto... corrupta!,1,1,1,1,https://www.instagram.com/p/B2uThqdH9xI/,Carla Zambelli
1888,"Maior traidora que já vi, depois do ladrão.",1,1,1,1,https://www.instagram.com/p/B589PRLHK_N/,Carla Zambelli
5470,Também acho. Esse cara fala demais. Os filhos do bolsonaro acabam enfraquecendo o governo. Sempre disse issso desde o começo,0,0,1,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,Joice Hasselmann
1138,"Pqp, comunista fdp",1,1,1,1,https://www.instagram.com/p/B3efAGxlTKb/,Fernando Haddad
